Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,vapourism.co.uk,vapeuk.co.uk,vapeclub.co.uk,vapestore.co.uk,vapeshop.co.uk,vapourism.co.uk (pages),vapeuk.co.uk (pages),vapeclub.co.uk (pages),vapestore.co.uk (pages),vapeshop.co.uk (pages),Results
vape mods uk,Commercial,390,19,0.00,0.00,0,41,29,4,35,,https://vapeuk.co.uk/mods,https://www.vapeclub.co.uk/vape-mods/,https://www.vapestore.co.uk/collections/vape-kits-mods,https://www.vapeshop.co.uk/,2160000
vape no nicotine,Informational,390,14,0.00,0.00,0,5,40,10,80,,https://vapeuk.co.uk/disposable-vapes/nicotine-free-disposable-vape-kits,https://www.vapeclub.co.uk/disposable-vape/0mg-nicotine-free/,https://www.vapestore.co.uk/pages/disposable-vape-ban-june,https://www.vapeshop.co.uk/collections/0mg,69500000
vape online store discount code,"Commercial, Informational",390,8,0.00,0.00,0,61,69,1,12,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/vape-discount-codes,https://www.vapeshop.co.uk/pages/subscribe-and-save,10200000
vape pens refillable,Commercial,390,19,0.00,0.00,0,6,2,25,0,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeclub.co.uk/vape-kits/pen-style/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits-pen-vape-kits,,2100000
vape pens uk,Commercial,390,27,0.00,0.00,0,23,2,6,18,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-kits/pen-style/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits-pen-vape-kits,https://www.vapeshop.co.uk/collections/vape-pens,4040000
vape prices,Commercial,390,86,0.00,0.00,0,13,8,10,1,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,146000000
vape refill,"Commercial, Informational",390,22,0.00,0.00,0,3,1,8,25,,https://vapeuk.co.uk/vape-coils-and-pods/refillable-vape-pods,https://www.vapeclub.co.uk/vape-kits/refillable-pods/,https://www.vapestore.co.uk/collections/e-liquid-vape-type-refills-and-pods-e-liquid,https://www.vapeshop.co.uk/collections/replacement-pods-capsules,23700000
vape refillable,Commercial,390,23,0.00,0.00,0,2,8,4,44,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeclub.co.uk/vape-kits/refillable-pods/,https://www.vapestore.co.uk/collections/vape-kits-mods-pod-vape-kits-refillable-pod-kits,https://www.vapeshop.co.uk/collections/refillable-pods,32800000
vape shop bristol,Commercial,390,50,0.00,0.00,0,70,35,60,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,718000
vape shop chesterfield,Commercial,390,49,0.00,0.00,0,0,0,0,1,,,,,https://www.vapeshop.co.uk/pages/vape-shop-outlet-chesterfield,815000
vape shop leeds,Commercial,390,28,0.00,0.00,0,0,62,53,0,,,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,343000
vape shop leicester,Commercial,390,34,0.00,0.00,0,0,27,62,1,,,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/pages/vape-shop-outlet-leicester,250000
vape shop liverpool,Commercial,390,32,0.00,0.00,0,0,49,0,22,,,https://www.vapeclub.co.uk/,,https://www.vapeshop.co.uk/,786000
vape shop manchester,Commercial,390,19,0.00,0.00,0,84,43,79,90,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,1630000
vape shops rotherham,Commercial,390,26,0.00,0.00,0,0,0,0,36,,,,,https://www.vapeshop.co.uk/,73
vape super store,"Commercial, Navigational",390,59,0.00,0.00,0,84,26,6,23,,https://vapeuk.co.uk/hayati-quokka-pro-pod-kit,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,59600000
vape vs cigarette,Commercial,390,77,0.00,0.00,0,96,0,0,0,,https://vapeuk.co.uk/,,,,55300000
vape websites,Commercial,390,89,0.00,0.00,0,2,4,1,3,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,47000000
vapebig,Navigational,390,24,0.00,0.00,0,0,7,0,0,,,https://www.vapeclub.co.uk/vape-kits/big-puff/,,,83900
vapehub,Navigational,390,47,0.00,0.00,0,0,33,0,0,,,https://www.vapeclub.co.uk/,,,64
vapekituk,"Navigational, Transactional",390,25,0.00,0.00,0,7,0,0,0,,https://vapeuk.co.uk/vape-kits,,,,40
vapengin,Informational,390,8,0.00,0.00,0,4,1,0,0,,https://vapeuk.co.uk/vendors/vapengin,https://www.vapeclub.co.uk/disposable-vape/vapengin/,,,208000
vapeoresso,Navigational,390,51,0.00,0.00,0,2,5,19,7,,https://vapeuk.co.uk/vendors/vaporesso,https://www.vapeclub.co.uk/vape-pods/vaporesso/,https://www.vapestore.co.uk/collections/brands-vaporesso-vaporesso-vape-kits,https://www.vapeshop.co.uk/collections/vaporesso,7120000
vapepresso,Navigational,390,51,0.00,0.00,0,2,4,25,5,,https://vapeuk.co.uk/vendors/vaporesso,https://www.vapeclub.co.uk/vape-pods/vaporesso/,https://www.vapestore.co.uk/collections/brands-vaporesso-vaporesso-vape-kits,https://www.vapeshop.co.uk/collections/vaporesso,8020000
vapes in hand luggage,Informational,390,35,0.00,0.00,0,0,0,40,0,,,,https://www.vapestore.co.uk/blogs/vaping-guides/travelling-with-your-vape-gear,,4940000
vapes online uk,Commercial,390,91,0.00,0.00,0,2,4,5,22,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,12600000
vapes with no nicotine,Informational,390,12,0.00,0.00,0,4,56,30,62,,https://vapeuk.co.uk/disposable-vapes/nicotine-free-disposable-vape-kits,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/e-liquid-nicotine-free,https://www.vapeshop.co.uk/collections/0mg,82700000
vapesupplier,Navigational,390,61,0.00,0.00,0,0,0,19,0,,,,https://www.vapestore.co.uk/,,69300
vaping news,Informational,390,62,0.00,0.00,0,0,0,42,0,,,,https://www.vapestore.co.uk/blogs/vaping-news,,66300000
vaping uk,Informational,390,70,0.00,0.00,0,1,13,18,55,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,39500000
vapor battery charger,Commercial,390,10,0.62,0.31,0,23,12,14,7,,https://vapeuk.co.uk/vape-accessories/vape-chargers-cables-plugs,https://www.vapeclub.co.uk/vape-batteries/battery-chargers/,https://www.vapestore.co.uk/collections/accessories-batteries-battery-chargers,https://www.vapeshop.co.uk/collections/chargers,10200000
vapor cigarette near me,Transactional,390,70,0.00,0.00,0,18,40,1,6,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/store-locator,https://www.vapeshop.co.uk/pages/store-locator,24700000
vapor cigarettes amazon,"Navigational, Transactional",390,30,0.20,0.11,0,56,32,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,,,98
vapor maxes,"Informational, Transactional",390,18,0.57,0.98,0,71,79,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-kits/big-puff/,,,146000000
vapor news,Informational,390,45,0.00,0.00,0,10,0,26,33,,https://vapeuk.co.uk/blog,,https://www.vapestore.co.uk/blogs/vaping-news,https://www.vapeshop.co.uk/blogs/news,90300000
vapor online shopping,"Commercial, Informational",390,88,0.00,0.00,0,1,6,2,3,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,45400000
vapor works,Commercial,390,25,0.00,0.00,0,0,63,0,32,,,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,,https://www.vapeshop.co.uk/collections/bar-works-e-liquid,86100000
vaporessi,Navigational,390,40,0.37,0.00,0,2,4,5,15,,https://vapeuk.co.uk/vendors/vaporesso,https://www.vapeclub.co.uk/vape-pods/vaporesso/,https://www.vapestore.co.uk/collections/brands-vaporesso,https://www.vapeshop.co.uk/collections/vaporesso,6770000
vaporesso cube,"Commercial, Informational",390,10,0.00,0.00,0,4,2,1,0,,https://vapeuk.co.uk/vaporesso-xros-cube-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-cube-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-cube-vape-kit,,1080000
vaporesso swag px80,Informational,390,16,0.00,0.00,0,6,43,44,0,,https://vapeuk.co.uk/vaporesso-swag-px80-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/swag-px80-kit,https://www.vapestore.co.uk/products/vaporesso-swag-px80-kit,,225000
vaporesso target 200,Informational,390,12,0.00,0.00,0,63,50,13,0,,https://vapeuk.co.uk/vaporesso-target-200-mod,https://www.vapeclub.co.uk/vape-kits/vaporesso/vaporesso-target-200-vape-kit,https://www.vapestore.co.uk/products/vaporesso-target-200-itank-2-vape-kit-220w,,451000
vaporesso xros 3 pods,"Commercial, Informational",390,22,0.00,0.00,0,8,2,3,91,,https://vapeuk.co.uk/vaporesso-xros-corex-2-0-replacement-pods,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,https://www.vapestore.co.uk/products/vaporesso-xros-3-pod-kit,https://www.vapeshop.co.uk/,1610000
vaporesso xros 4 pods,"Commercial, Informational",390,16,0.00,0.00,0,3,4,11,64,,https://vapeuk.co.uk/vaporesso-xros-4-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,https://www.vapestore.co.uk/products/vaporesso-xros-corex-2-mesh-pods,https://www.vapeshop.co.uk/,1710000
vaporesso xros mini pods,"Commercial, Informational",390,13,0.00,0.00,0,15,2,14,72,,https://vapeuk.co.uk/vaporesso-xros-3-mini-pod-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,https://www.vapestore.co.uk/products/vaporesso-xros-mini-pod-kit,https://www.vapeshop.co.uk/,1500000
vaporiz,Navigational,390,15,0.00,0.00,0,0,0,2,0,,,,https://www.vapestore.co.uk/collections/brands-vapouriz-hardware,,68600
veev pods,Commercial,390,15,0.00,0.00,0,2,14,0,0,,https://vapeuk.co.uk/veev-one-prefilled-vape-pods,https://www.vapeclub.co.uk/vape-pods/guides/best-veev-one-pod-flavours,,,3000000
velo crispy peppermint,"Informational, Transactional",390,8,10.28,1.00,0,0,12,36,30,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/crispy-peppermint-velo-nicotine-pouch,https://www.vapestore.co.uk/products/velo-crispy-peppermint-slim-nicotine-pouches,https://www.vapeshop.co.uk/products/velo-nicotine-pouches-crispy-peppermint,10
velo edge,Navigational,390,28,0.15,0.07,0,0,65,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,20200000
velo free sample,"Informational, Transactional",390,16,4.49,0.67,0,37,52,0,0,,https://vapeuk.co.uk/velo-slim-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,5760000
velo ice cool,Informational,390,14,2.15,0.89,0,0,52,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,31900000
velo nicotine pouches uk,Transactional,390,29,0.00,0.00,0,17,16,0,12,,https://vapeuk.co.uk/velo-slim-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,https://www.vapeshop.co.uk/collections/velo-nicotine-pouches,1020000
velo peppermint,"Informational, Transactional",390,18,2.77,1.00,0,0,14,0,28,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/peppermint-storm-velo-nicotine-pouch,,https://www.vapeshop.co.uk/products/velo-nicotine-pouches-freezing-peppermint,1110000
velo ruby berry,Informational,390,11,2.90,0.96,0,0,38,0,74,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/ruby-berry-velo-nicotine-pouch,,https://www.vapeshop.co.uk/products/velo-nicotine-pouches-ruby-berry,99
velo strengths,"Informational, Transactional",390,11,5.47,0.93,0,21,0,87,0,,https://vapeuk.co.uk/velo-slim-nicotine-pouches,,https://www.vapestore.co.uk/,,10
vg glycerin,Informational,390,6,0.77,1.00,0,77,0,15,0,,https://vapeuk.co.uk/help-centre/what-is-vegetable-glycerine-vg/,,https://www.vapestore.co.uk/products/vg-vegetable-glycerin-vampire-vape,,10
vimto fizzy,"Informational, Transactional",390,15,0.00,1.00,0,93,0,0,0,,https://vapeuk.co.uk/,,,,657000
vip's,Informational,390,58,3.00,0.01,0,81,0,0,0,,https://vapeuk.co.uk/rewards,,,,1950000000
vltz liquid,"Informational, Transactional",390,11,0.00,1.00,0,48,41,0,3,,https://vapeuk.co.uk/e-liquids,https://www.vapeclub.co.uk/,,https://www.vapeshop.co.uk/collections/vltz-e-liquid,97
vodpod,Navigational,390,20,0.00,0.07,0,8,5,3,14,,https://vapeuk.co.uk/vendors/voopoo,https://www.vapeclub.co.uk/vape-kits/voopoo/,https://www.vapestore.co.uk/collections/brands-voopoo,https://www.vapeshop.co.uk/collections/voopoo,7460000
voopoo argus a,"Commercial, Informational",390,15,0.00,0.00,0,1,2,39,30,,https://vapeuk.co.uk/voopoo-argus-a-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/voopoo/voopoo-argus-a-vape-kit,https://www.vapestore.co.uk/products/voopoo-argus-a-vape-kit-30w,https://www.vapeshop.co.uk/products/voopoo-argus-a-vape-kit,2940000
voopoo vinci,Informational,390,16,0.00,0.00,0,9,10,18,0,,https://vapeuk.co.uk/voopoo-vinci-e80-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/voopoo/voopoo-vinci-e120-vape-kit,https://www.vapestore.co.uk/products/voopoo-vinci-3-pod-vape-kit,,1660000
voopoo vmate,"Commercial, Informational",390,9,0.00,0.00,0,7,4,8,10,,https://vapeuk.co.uk/voopoo-vmate-pro-power-edition-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/voopoo/voopoo-vmate-i2-vape-kit,https://www.vapestore.co.uk/products/voopoo-vmate-pro-pod-kit-25w,https://www.vapeshop.co.uk/products/voopoo-vmate-infinity-edition-vape-kit,1040000
vpe,Informational,390,37,0.00,0.00,0,67,0,0,0,,https://vapeuk.co.uk/,,,,4710000
vuse discount code,Transactional,390,13,0.00,0.00,0,0,0,16,84,,,,https://www.vapestore.co.uk/pages/vape-discount-codes,https://www.vapeshop.co.uk/,198000
vuse epod,"Informational, Transactional",390,20,0.00,0.00,0,47,27,28,21,,https://vapeuk.co.uk/vuse-epod-nic-salt-e-liquid-pods,https://www.vapeclub.co.uk/vape-pods/vuse/vuse-epod-2-device-vape-kit,https://www.vapestore.co.uk/products/vuse-epod-2-starter-vape-kit,https://www.vapeshop.co.uk/collections/vuse-eliquid-caps-cartridges,724000
vuse go 700,"Informational, Transactional",390,16,0.00,0.03,0,25,26,0,30,,https://vapeuk.co.uk/vuse-go-700-disposable-vape-kit,https://www.vapeclub.co.uk/disposable-vape/vuse-bar/,,https://www.vapeshop.co.uk/collections/vuse-go-disposable-vapes,780000
vuse pro pods,Informational,390,14,0.00,0.00,0,32,34,0,4,,https://vapeuk.co.uk/vuse-pro-extra-intense-prefilled-pods,https://www.vapeclub.co.uk/vape-pods/vuse/vuse-pro-vape-device,,https://www.vapeshop.co.uk/collections/vuse-eliquid-caps-cartridges,2510000
waffle and caramel,Informational,390,18,0.00,0.99,0,0,47,0,0,,,https://www.vapeclub.co.uk/e-liquids/ohm-brew/banana-caramel-waffle,,,23700000
water vape,Informational,390,19,0.00,0.00,0,0,5,0,0,,,https://www.vapeclub.co.uk/disposable-vape/nasty-bar/nasty-dx2/nasty-bar-dx2-mineral-water-disposable-vape,,,96900000
watford apple,"Informational, Transactional",390,35,0.00,0.16,0,0,71,0,0,,,https://www.vapeclub.co.uk/,,,7180000
weed vaporizer uk,Commercial,390,41,0.00,0.00,0,55,0,35,0,,https://vapeuk.co.uk/,,https://www.vapestore.co.uk/,,1520000
weekend chocolates,Informational,390,26,0.00,0.81,0,0,76,0,0,,,https://www.vapeclub.co.uk/,,,18100000
what are e cigs,Informational,390,79,0.00,0.00,0,42,0,0,0,,https://vapeuk.co.uk/vape-kits,,,,14300000
what are juul pods,Informational,390,30,0.00,0.00,0,0,0,34,91,,,,https://www.vapestore.co.uk/blogs/vaping-guides/what-is-juuling,https://www.vapeshop.co.uk/,3120000
what flavour is parma violet,Informational,390,7,0.00,0.00,0,0,30,0,0,,,https://www.vapeclub.co.uk/e-liquids/vampire-vape/parma-violets,,,258000
what is an e cigarette,Informational,390,78,0.00,0.00,0,82,0,0,0,,https://vapeuk.co.uk/help-centre/what-is-an-e-cigarette/,,,,296000000
what is chs,Informational,390,63,0.00,0.00,0,26,0,0,0,,https://vapeuk.co.uk/chs-cannabinoid-hyperemesis-syndrome,,,,61900000
what is coil,Informational,390,51,0.00,0.00,0,81,0,0,0,,https://vapeuk.co.uk/a-guide-to-vape-coils,,,,316000000
what is in e cigarettes,Informational,390,51,0.00,0.00,0,73,0,0,0,,https://vapeuk.co.uk/e-liquids,,,,10
whats menthol,Informational,390,53,0.00,0.00,0,0,55,0,0,,,https://www.vapeclub.co.uk/e-liquids/guides/best-menthol-eliquids,,,21100000
when do disposable vapes get banned,Informational,390,32,0.00,0.00,0,36,19,40,0,,https://vapeuk.co.uk/blog/disposable-vape-ban-update,https://www.vapeclub.co.uk/how-to-vape-guide/disposable-vape-ban-2025,https://www.vapestore.co.uk/pages/disposable-vape-ban-june,,3220000
when do disposable vapes get banned uk,Informational,390,41,0.00,0.00,0,46,31,42,0,,https://vapeuk.co.uk/blog/disposable-vape-ban-update,https://www.vapeclub.co.uk/how-to-vape-guide/disposable-vape-ban-2025,https://www.vapestore.co.uk/pages/disposable-vape-ban-june,,1630000
when do vapes get banned,Informational,390,41,0.00,0.00,0,43,20,0,0,,https://vapeuk.co.uk/blog/disposable-vape-ban-update,https://www.vapeclub.co.uk/how-to-vape-guide/disposable-vape-ban-2025,,,12900000
when will disposable vapes be banned,Informational,390,22,0.00,0.00,0,0,15,0,0,,,https://www.vapeclub.co.uk/how-to-vape-guide/disposable-vape-ban-2025,,,2970000
wholesale chocolate clearance,"Commercial, Informational",390,9,0.45,1.00,0,93,0,0,0,,https://vapeuk.co.uk/,,,,8730000
why is my vape bubbling,Informational,390,5,0.00,0.00,0,31,4,24,0,,https://vapeuk.co.uk/troubleshooting-common-vaping-problems,https://www.vapeclub.co.uk/vape-kits/guides/why-is-my-vape-kit-leaking-spitting-or-bubbling,https://www.vapestore.co.uk/blogs/vaping-guides/how-to-avoid-vape-spitback,,125000
why is my xros 3 nano pod leaking,Informational,390,12,0.00,0.00,0,39,26,8,98,,https://vapeuk.co.uk/vaporesso-xros-replacement-e-liquid-pods,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,https://www.vapestore.co.uk/blogs/vaping-faq/why-is-my-vape-leaking,https://www.vapeshop.co.uk/products/vaporesso-xros-4-mini-vape-kit,52000
will cbd show up on a drug test,Informational,390,39,0.00,0.00,0,83,0,0,0,,https://vapeuk.co.uk/blog/vaping-cbd-thc-drug-test,,,,215000000
will pyne,Informational,390,25,0.00,0.00,0,74,0,0,0,,https://vapeuk.co.uk/pyne-pod-click-50k-prefilled-pod-kit,,,,3870000
xlim pro vape,Commercial,390,18,0.00,0.00,0,18,3,6,0,,https://vapeuk.co.uk/oxva-xlim-pro-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/oxva/oxva-xlim-pro-vape-kit,https://www.vapestore.co.uk/products/oxva-xlim-pro-pod-kit-30w,,2630000
xros 3 nano,"Commercial, Informational",390,16,0.00,0.00,0,23,1,3,0,,https://vapeuk.co.uk/vaporesso-xros-3-nano-innovation-edition-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-3-nano-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-3-nano-pod-kit,,1890000
xros vape,"Commercial, Informational",390,13,0.00,0.00,0,2,5,12,31,,https://vapeuk.co.uk/vaporesso-xros-4-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-3-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-3-pod-kit,https://www.vapeshop.co.uk/products/vaporesso-xros-3-vape-kit,2470000
yart vape,Informational,390,25,0.00,0.00,0,0,0,0,57,,,,,https://www.vapeshop.co.uk/collections/disposable-vape-kits,85
zap i c e lolly,,390,16,0.00,0.00,0,56,0,0,0,,https://vapeuk.co.uk/e-liquids,,,,10
zap ice lollies,"Informational, Transactional",390,27,1.29,0.24,0,53,0,0,0,,https://vapeuk.co.uk/vendors/zap?p=2,,,,57
zap lolly ice,Informational,390,27,0.00,0.09,0,60,0,0,0,,https://vapeuk.co.uk/clearance?p=3,,,,83200
zeuse,Informational,390,78,0.00,0.00,0,72,0,0,0,,https://vapeuk.co.uk/zeus-juice-bar-liq-fizzy-cherry-nic-salt,,,,119000000
zyn flavors,Commercial,390,16,1.19,0.97,0,32,19,0,0,,https://vapeuk.co.uk/zyn-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/guides/best-zyn-flavours,,,3800000
zyn flavours,Informational,390,17,1.35,1.00,0,24,8,0,0,,https://vapeuk.co.uk/zyn-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/guides/best-zyn-flavours,,,1110000
01923 area code uk,"Commercial, Informational",320,9,0.00,0.00,0,0,37,0,0,,,https://www.vapeclub.co.uk/,,,320000
0mg disposable vape,"Commercial, Informational",320,9,0.00,0.00,0,2,5,8,68,,https://vapeuk.co.uk/disposable-vapes/nicotine-free-disposable-vape-kits,https://www.vapeclub.co.uk/disposable-vape/0mg-nicotine-free/,https://www.vapestore.co.uk/pages/disposable-vape-ban-june,https://www.vapeshop.co.uk/collections/disposable-vape-kits,1840000
10 motives battery,Informational,320,9,0.00,0.00,0,36,71,0,28,,https://vapeuk.co.uk/10-motives-v2-refills,https://www.vapeclub.co.uk/vape-batteries/,,https://www.vapeshop.co.uk/collections/10-motives,98
10 motives refills,Informational,320,15,0.00,0.00,0,30,0,0,17,,https://vapeuk.co.uk/10-motives-v2-refills,,,https://www.vapeshop.co.uk/collections/10-motives,54
100ml to l,Informational,320,37,0.00,0.00,0,88,0,0,0,,https://vapeuk.co.uk/,,,,537000000
100ml vape juice,"Commercial, Informational",320,12,0.00,0.00,0,1,3,8,56,,https://vapeuk.co.uk/e-liquids/shortfill-e-liquids/100ml-shortfill-e-liquids,https://www.vapeclub.co.uk/e-liquids/100ml/,https://www.vapestore.co.uk/collections/e-liquid-vape-type-100ml-shortfill-e-liquid,https://www.vapeshop.co.uk/,3480000
